name,code,asset_amount,currency_amount,domain,asset_issuer
SBQ,SBQ,2140999999,$0.126,No Domain,GDKBIU2WB35TBSNDFH74VXLNV6TXXAMAXELM4D53JKIUXQWQ2FOAHPAU
IPAYDE,IPAYDE,228310.59,$0.126,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
Showa Denko K. K.,SDKK,2099999997,$0.125,aluminum.stellar-commodities.com,GCMIJ3L6FKI2KHT5IEUULXKQK4KAC5P6K6EHMJMYMIBMGA5JLCYRXXPN
CVX,CVX,985066857.27,$0.125,No Domain,GDJSCIRHDGDGEI5SABB4COMUCJXM7S7HJQPHMF2AL3KX4Q4RHWGAQWGQ
Interfor Corporation,IFP,2099999997,$0.124,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Enviva Partners LLP,ENVA,2099999997,$0.124,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Koppers Holdings,KPRS,2099999994,$0.124,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
VUI,VUI,700000015,$0.124,uranium.stellar-commodities.com,GDGCFLA6IHQYE3O2J2HRQ2NMM2MXNBUABZQKHOMYIDOI5J3QJFD5ZMV2
RUGOLD,RUGOLD,7019793.27,$0.124,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
CASILVERSALE,CASILVERSALE,1666666.67,$0.123,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
RHTRANSFER,RHTRANSFER,1666666.67,$0.122,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
USGOLD,USGOLD,284090.92,$0.122,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
RUGOLDMINE,RUGOLDMINE,845026.55,$0.120,No Domain,GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS
TLK,TLK,2009999997,$0.119,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Qualcomm,QCOM,1999999999,$0.118,silicon.stellar-commodities.com,GAEKCEF6ERJYCHZGQZQXKDADGJ6OTVRCWSBPHGATFXWO2BM5JIE73Z2C
NXP Semiconductors,NXPI,1999999999,$0.118,silicon.stellar-commodities.com,GAEKCEF6ERJYCHZGQZQXKDADGJ6OTVRCWSBPHGATFXWO2BM5JIE73Z2C
Sierra-Pacific,SPX,1999999999,$0.118,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Masco Corporation,MAS,1999999999,$0.118,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Boise Cascade Co.,BCC,1999999999,$0.118,forestry.stellar-commodities.com,GB7WDOH5D57OSCEXEF3N5JMT6B2YDFOGNWVWDCFKMW7YZYG72SHDSGIW
Nippon Steel Corp.,NPN,1999999999,$0.118,steel.stellar-commodities.com,GAAMDSXA7AYXIG6DFRDP55Y4ZVLIZ7PD6NUUQXLE6EMERI3GSYIGM3FW
